id,listingId,slug,streetAddress,soldAt,soldAtLabel,askingPrice,finalPrice,livingArea,locationDescription,fee,squareMeterPrice,housingForm,rooms,landArea,priceChange,brokerAgencyName,brokerAgencyThumbnail,brokerThumbnail,brokerName,labels,product,recordType,latitude,longitude
3191754708180417719,21395743,lagenhet-4rum-granlo-sundsvalls-kommun-sleipnervagen-1-a-3191754708180417719,Sleipnervägen 1 A,1727712900.0,Såld 30 sep. 2024,1 175 000 kr,1 100 000 kr,"79,5 m²","Granlo, Sundsvalls kommun",6 771 kr/mån,13 836 kr/m²,{'symbol': 'APARTMENT'},4 rum,,-6 %,Fastighetsbyrån Sundsvall,https://bilder.hemnet.se/images/broker_logo_2_2x/3d/53/3d53972640f121199879bf779e590c7d.jpg,,,FEATURE:Balkong;FEATURE:Hiss,NONE,COMMON,62.397821877,17.2665810618
7725344011646033481,21373258,lagenhet-4rum-sundsvall-haga-sundsvalls-kommun-kungsvagen-13-7725344011646033481,Kungsvägen 13,1727712000.0,Såld 30 sep. 2024,2 295 000 kr,2 200 000 kr,"81,5 m²","Sundsvall - Haga, Sundsvalls kommun",4 597 kr/mån,26 994 kr/m²,{'symbol': 'APARTMENT'},4 rum,,-4 %,Norrlandsmäklarna,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b53a760442267599abab10670df283.png,https://bilder.hemnet.se/images/broker_profile_small/c1/53/c1533a6b05cdd85bc7a879ef19c8b6bc.jpg,Jessica Liv,FEATURE:Balkong;FEATURE:Hiss,ENHANCED,COMMON,62.39876008428811,17.316526831676985
8804308851167465115,21345748,lagenhet-2rum-centralt-sundsvalls-kommun-akersviksgatan-7d-8804308851167465115,Åkersviksgatan 7D,1727179200.0,Såld 24 sep. 2024,950 000 kr,900 000 kr,52 m²,"Centralt, Sundsvalls kommun",3 618 kr/mån,17 308 kr/m²,{'symbol': 'APARTMENT'},2 rum,,-5 %,Bjurfors Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png,,,,NONE,COMMON,62.3918571,17.2925663
6907985038624400549,21363999,lagenhet-4rum-sundsvall-haga-sundsvalls-kommun-institutsvagen-3-6907985038624400549,Institutsvägen 3,1727074800.0,Såld 23 sep. 2024,2 600 000 kr,2 500 000 kr,94 m²,"Sundsvall - Haga, Sundsvalls kommun",6 438 kr/mån,26 596 kr/m²,{'symbol': 'APARTMENT'},4 rum,,-4 %,Norrlandsmäklarna,https://bilder.hemnet.se/images/broker_logo_2/e2/b5/e2b53a760442267599abab10670df283.png,https://bilder.hemnet.se/images/broker_profile_small/2d/d1/2dd19624ee373d67559f18364115e860.png,Patrik Sjödin,FEATURE:Balkong;FEATURE:Hiss,ENHANCED,COMMON,62.40306937224031,17.31929886840356
5235036133774783157,21392009,lagenhet-3rum-sallyhill-sidsjo-sundsvalls-kommun-sveavagen-31-5235036133774783157,Sveavägen 31,1726854300.0,Såld 20 sep. 2024,1 495 000 kr,1 450 000 kr,73 m²,"Sallyhill/Sidsjö, Sundsvalls kommun",5 644 kr/mån,19 863 kr/m²,{'symbol': 'APARTMENT'},3 rum,,-3 %,Notar,https://bilder.hemnet.se/images/broker_logo_1/20/cc/20cc4b76ca46cc2250eb9f2561a63e8c.png,,,FEATURE:Balkong,NONE,COMMON,62.38727,17.28338
3891509952619531786,21390277,lagenhet-2rum-centralt-sundsvalls-kommun-storgatan-68b-3891509952619531786,Storgatan 68B,1726005599.0,Såld 10 sep. 2024,1 450 000 kr,1 400 000 kr,"54,5 m²","Centralt, Sundsvalls kommun",3 485 kr/mån,25 688 kr/m²,{'symbol': 'APARTMENT'},2 rum,,-3 %,Mäklarhuset Sundsvall,https://bilder.hemnet.se/images/broker_logo_2_2x/68/41/684184dc02af90e4f9d2ac612122b24f.png,,,,NONE,COMMON,62.3928325,17.2894683
7937948211502930632,20712038,lagenhet-5rum-norra-kajen-sundsvalls-kommun-fregattgatan-6-7937948211502930632,Fregattgatan 6,1725861600.0,Såld 9 sep. 2024,5 950 000 kr,5 650 000 kr,173 m²,"Norra Kajen, Sundsvalls kommun",7 545 kr/mån,32 659 kr/m²,{'symbol': 'APARTMENT'},5 rum,,-5 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,FEATURE:Balkong;FEATURE:Uteplats;FEATURE:Hiss,NONE,COMMON,62.3933144,17.322546
6577365675585682091,21395162,lagenhet-3rum-sundsvall-sundsvalls-kommun-storgatan-52a-6577365675585682091,Storgatan 52A,1725445800.0,Såld 4 sep. 2024,2 295 000 kr,2 500 000 kr,75 m²,"Sundsvall, Sundsvalls kommun",4 324 kr/mån,33 333 kr/m²,{'symbol': 'APARTMENT'},3 rum,,+9 %,Notar,https://bilder.hemnet.se/images/broker_logo_1/20/cc/20cc4b76ca46cc2250eb9f2561a63e8c.png,,,FEATURE:Balkong;FEATURE:Hiss,NONE,COMMON,62.39236,17.2949352
7333455550978294066,21383157,lagenhet-2rum-centralt-sundsvalls-kommun-akersviksgatan-7c-7333455550978294066,Åkersviksgatan 7C,1725350400.0,Såld 3 sep. 2024,1 200 000 kr,1 300 000 kr,"56,5 m²","Centralt, Sundsvalls kommun",4 150 kr/mån,23 009 kr/m²,{'symbol': 'APARTMENT'},2 rum,,+8 %,Notar,https://bilder.hemnet.se/images/broker_logo_1/20/cc/20cc4b76ca46cc2250eb9f2561a63e8c.png,,,FEATURE:Balkong,NONE,COMMON,62.39183,17.2928734
1867211888541167006,21086515,lagenhet-2rum-sundsvall-centrum-sundsvalls-kommun-dalgatan-9c-1867211888541167006,Dalgatan 9C,1725141600.0,Såld 1 sep. 2024,795 000 kr,750 000 kr,"54,5 m²","Sundsvall centrum, Sundsvalls kommun",4 405 kr/mån,13 761 kr/m²,{'symbol': 'APARTMENT'},2 rum,,-6 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,FEATURE:Balkong,NONE,COMMON,62.3910942,17.2881355
6558417335425097691,21316768,lagenhet-2rum-sundsvall-sundsvalls-kommun-storgatan-46b-6558417335425097691,Storgatan 46B,1724761800.0,Såld 27 aug. 2024,1 595 000 kr,1 550 000 kr,68 m²,"Sundsvall, Sundsvalls kommun",3 287 kr/mån,22 794 kr/m²,{'symbol': 'APARTMENT'},2 rum,,-3 %,Notar,https://bilder.hemnet.se/images/broker_logo_1/20/cc/20cc4b76ca46cc2250eb9f2561a63e8c.png,,,FEATURE:Balkong,NONE,COMMON,62.3924255,17.297451
846350119546123460,21365978,"lagenhet-2,5rum-centralt-sundsvalls-kommun-storgatan-54a-846350119546123460",Storgatan 54A,1724407200.0,Såld 23 aug. 2024,1 350 000 kr,1 300 000 kr,60 m²,"Centralt, Sundsvalls kommun",3 537 kr/mån,21 667 kr/m²,{'symbol': 'APARTMENT'},"2,5 rum",,-4 %,Bjurfors Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png,,,FEATURE:Hiss,NONE,COMMON,62.3924561,17.29378
5706829036841235370,21365626,"lagenhet-1,5rum-centralt-sundsvalls-kommun-storgatan-52b-5706829036841235370",Storgatan 52B,1724337000.0,Såld 22 aug. 2024,1 195 000 kr,1 200 000 kr,49 m²,"Centralt, Sundsvalls kommun",2 956 kr/mån,24 490 kr/m²,{'symbol': 'APARTMENT'},"1,5 rum",,±0 %,Bjurfors Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/a7/97/a797d617963cb956b85e8a6bb4fb6079.png,,,FEATURE:Hiss,NONE,COMMON,62.39254,17.295
8244431918542197239,21381673,lagenhet-2rum-centrum-sundsvalls-kommun-storgatan-68b-8244431918542197239,Storgatan 68B,1724257800.0,Såld 21 aug. 2024,1 200 000 kr,1 200 000 kr,56 m²,"Centrum, Sundsvalls kommun",3 515 kr/mån,21 429 kr/m²,{'symbol': 'APARTMENT'},2 rum,,±0 %,Fastighetsbyrån Sundsvall,https://bilder.hemnet.se/images/broker_logo_2_2x/3d/53/3d53972640f121199879bf779e590c7d.jpg,,,,NONE,COMMON,62.392819635,17.2894240269
2313782208202204867,21272745,lagenhet-2rum-sundsvall-sundsvalls-kommun-akersviksgatan-9a-2313782208202204867,Åkersviksgatan 9A,1723766400.0,Såld 16 aug. 2024,995 000 kr,985 000 kr,53 m²,"Sundsvall, Sundsvalls kommun",4 058 kr/mån,18 585 kr/m²,{'symbol': 'APARTMENT'},2 rum,,-1 %,Svensk Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_1/73/80/7380eae8e412bea23a30d7cdd416f750.png,https://bilder.hemnet.se/images/broker_profile_small/ed/b7/edb7d0a7e8297703f5545f9510a6ea60.jpg,Alexander Vallgren,FEATURE:Balkong,ENHANCED,COMMON,62.39152,17.29235
7142976987143692958,21356074,lagenhet-4rum-haga-sundsvalls-kommun-vastergatan-21b-7142976987143692958,Västergatan 21B,1723564800.0,Såld 13 aug. 2024,2 450 000 kr,2 400 000 kr,"92,8 m²","Haga, Sundsvalls kommun",4 850 kr/mån,25 862 kr/m²,{'symbol': 'APARTMENT'},4 rum,,-2 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,FEATURE:Balkong;FEATURE:Uteplats,NONE,COMMON,62.3984032,17.32032
5542461738749195992,21373402,lagenhet-3rum-vast-pa-stan-sundsvalls-kommun-gronborgsgatan-1c-5542461738749195992,Grönborgsgatan 1C,1723507200.0,Såld 13 aug. 2024,1 675 000 kr,1 675 000 kr,"64,5 m²","Väst på stan, Sundsvalls kommun",2 970 kr/mån,25 969 kr/m²,{'symbol': 'APARTMENT'},3 rum,,±0 %,Svenska Mäklarhuset Sundsvall,https://bilder.hemnet.se/images/broker_logo_2_2x/80/ce/80cebbd188b792a0cdc2c2bd4cfda1f7.png,,,,NONE,COMMON,62.3912694,17.2908504
3871175203068165169,21381080,lagenhet-2rum-sallyhill-sundsvalls-kommun-sveavagen-33-3871175203068165169,Sveavägen 33,1723500000.0,Såld 13 aug. 2024,995 000 kr,985 000 kr,59 m²,"Sallyhill, Sundsvalls kommun",5 363 kr/mån,16 695 kr/m²,{'symbol': 'APARTMENT'},2 rum,,-1 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,FEATURE:Balkong,NONE,COMMON,62.3872261,17.28313
5385710135199717365,21376539,lagenhet-1rum-haga-sundsvalls-kommun-baldersvagen-46-5385710135199717365,Baldersvägen 46,1723154400.0,Såld 9 aug. 2024,950 000 kr,925 000 kr,41 m²,"Haga, Sundsvalls kommun",3 001 kr/mån,22 561 kr/m²,{'symbol': 'APARTMENT'},1 rum,,-3 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,FEATURE:Balkong;FEATURE:Uteplats,NONE,COMMON,62.39819,17.3140125
2013405151007462053,21372818,lagenhet-3rum-sundsvall-centrum-sundsvalls-kommun-hovrattsbacken-14-2013405151007462053,Hovrättsbacken 14,1722981600.0,Såld 7 aug. 2024,1 350 000 kr,1 625 000 kr,75 m²,"Sundsvall centrum, Sundsvalls kommun",5 415 kr/mån,21 667 kr/m²,{'symbol': 'APARTMENT'},3 rum,,+20 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,FEATURE:Balkong,NONE,COMMON,62.3911324,17.293272
540315954292376768,21343690,lagenhet-2rum-sundsvall-centrum-sundsvalls-kommun-storgatan-57a-540315954292376768,Storgatan 57A,1722895200.0,Såld 6 aug. 2024,1 050 000 kr,1 050 000 kr,"66,5 m²","Sundsvall centrum, Sundsvalls kommun",4 396 kr/mån,15 789 kr/m²,{'symbol': 'APARTMENT'},2 rum,,±0 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,,NONE,COMMON,62.3926277,17.2893715
356055305484490012,21373271,"lagenhet-1,5rum-alliero-sundsvalls-kommun-ludvigsbergsvagen-22a-356055305484490012",Ludvigsbergsvägen 22A,1722895200.0,Såld 6 aug. 2024,1 350 000 kr,1 520 000 kr,69 m²,"Alliero, Sundsvalls kommun",2 619 kr/mån,22 029 kr/m²,{'symbol': 'APARTMENT'},"1,5 rum",,+13 %,Länsförsäkringar Fastighetsförmedling Sundsvall,https://bilder.hemnet.se/images/broker_logo_2/73/c6/73c63376473b74a25e13711a82fcae60.png,,,FEATURE:Balkong;FEATURE:Hiss,NONE,COMMON,62.39651,17.2964668
7043352189965417077,21370979,lagenhet-5rum-vastermalm-sundsvalls-kommun-storgatan-68a-7043352189965417077,Storgatan 68A,1722549599.0,Såld 1 aug. 2024,3 500 000 kr,3 200 000 kr,113 m²,"Västermalm, Sundsvalls kommun",6 899 kr/mån,28 319 kr/m²,{'symbol': 'APARTMENT'},5 rum,,-9 %,Mäklarhuset Sundsvall,https://bilder.hemnet.se/images/broker_logo_2_2x/68/41/684184dc02af90e4f9d2ac612122b24f.png,,,,NONE,COMMON,62.3928325,17.2894683
9052741586045676199,21340080,lagenhet-2rum-norra-kajen-sundsvalls-kommun-angaregatan-3-9052741586045676199,Ångaregatan 3,1722463199.0,Såld 31 jul. 2024,2 650 000 kr,2 650 000 kr,62 m²,"Norra Kajen, Sundsvalls kommun",4 455 kr/mån,42 742 kr/m²,{'symbol': 'APARTMENT'},2 rum,,±0 %,Mäklarhuset Sundsvall,https://bilder.hemnet.se/images/broker_logo_2_2x/68/41/684184dc02af90e4f9d2ac612122b24f.png,,,FEATURE:Balkong;FEATURE:Hiss,NONE,COMMON,62.3935523,17.3205895
